2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,Remarks
G*GPGPRI--,G*GPGPRI--****X,25,131300,,,
,,25,131301,,,
G*GPGPPR--,G*GPGPPR--****X,25,131400,,,
G*GPGPPE--,G*GPGPPE--****X,25,131500,,,
G*GPGPPS--,G*GPGPPS--****X,25,131600,,,
,,25,131700,,,
G*GPGPPW--,G*GPGPPW--****X,25,131800,,,
,,25,131900,,,
,,25,140000,,,
,,25,140100,,,
G*GPGLF---,G*GPGLF---****X,25,140101,,,
,,25,140102,,,
,,25,140103,,,
,,25,140104,,,
G*GPGLC---,G*GPGLC---****X,25,140200,,,
G*GPGLP---,G*GPGLP---****X,25,140300,,,
G*GPDLF---,G*GPDLF---****X,25,140400,,,
,,25,140401,,,
G*GPDLP---,G*GPDLP---****X,25,140500,,,
,,25,140600,,,
G*GPOLKA--,G*GPOLKA--****X,25,140601,,,
G*GPOLKGM-,G*GPOLKGM-****X,25,140602,,,
G*GPOLKGS-,G*GPOLKGS-****X,25,140603,,,
,,25,140604,,,
G*GPPF----,G*GPPF----****X,25,140605,,,
,,25,140606,,,
,,25,140607,,,
G*GPOLF---,G*GPOLF---****X,25,140700,,,
G*GPOLI---,G*GPOLI---****X,25,140800,,,
G*GPOLL---,G*GPOLL---****X,25,140900,,,
G*GPOLT---,G*GPOLT---****X,25,141000,,,
G*GPOLC---,G*GPOLC---****X,25,141100,,,
G*GPOLP---,G*GPOLP---****X,25,141200,,,
G*GPSAA---,G*GPSAA---****X,25,141300,,,
G*GPSLB---,G*GPSLB---****X,25,141400,,,
G*GPSLH---,G*GPSLH---****X,25,141500,,,
G*GPSLR---,G*GPSLR---****X,25,141600,,,
G*GPSLA---,G*GPSLA---****X,25,141700,,,
,,25,150000,,,
,,25,150100,,,
,,25,150101,,,
,,25,150102,,,
,,25,150103,,,
,,25,150104,,,
G*GPGAA---,G*GPGAA---****X,25,150200,,,
,,25,150300,,,
,,25,150301,,,
,,25,150302,,,
,,25,150400,,,
,,25,150500,,,
,,25,150501,,,
,,25,150502,,,
,,25,150503,,,
G*GPGAD---,G*GPGAD---****X,25,150600,,,
G*GPGAX---,G*GPGAX---****X,25,150700,,,
G*GPGAL---,G*GPGAL---****X,25,150800,,,
G*GPGAP---,G*GPGAP---****X,25,150900,,,
G*GPGAF---,G*GPGAF---****X,25,151000,,,
G*GPGAY---,G*GPGAY---****X,25,151100,,,
G*GPDAB---,G*GPDAB---****X,25,151200,,,
GFGADAB---,GFGADAB---****X,25,151201,,,
G*GPDABP--,G*GPDABP--****X,25,151202,,,
G*MPSP----,G*MPSP----****X,25,151203,,,
G*TPJ-----,G*TPJ-----****X,25,151204,,,
G*TPQ-----,G*TPQ-----****X,25,151205,,,
G*GPGAE---,G*GPGAE---****X,25,151300,,,
G*GPOLAV--,G*GPOLAV--****X,25,151400,,,
G*GPOLAA--,G*GPOLAA--****X,25,151401,,,
G*GPOLAR--,G*GPOLAR--****X,25,151402,,,
G*GPOLAGM-,G*GPOLAGM-****X,25,151403,,,
G*GPOLAGS-,G*GPOLAGS-****X,25,151404,,,
,,25,151405,,,
G*GPPA----,G*GPPA----****X,25,151406,,,
,,25,151407,,,
,,25,151408,,,
G*GPOAA---,G*GPOAA---****X,25,151500,,,
G*GPOAK---,G*GPOAK---****X,25,151600,,,
G*GPOAO---,G*GPOAO---****X,25,151700,,,
G*GPSAE---,G*GPSAE---****X,25,151800,,,
G*GPSAE---,GFGPSAE---****X,25,151801,,,
G*GPSAE---,GHGPSAE---****X,25,151802,,,
G*GPOAP---,G*GPOAP---****X,25,151900,,,
G*GPOAF---,G*GPOAF---****X,25,152000,,,
G*GPOAS---,G*GPOAS---****X,25,152100,,,
G*GPGAS---,G*GPGAS---****X,25,152200,,,
,,25,160000,,,
G*GPDPO---,G*GPDPO---****X,25,160100,,,
,,25,160200,,,
G*GPDPOR--,G*GPDPOR--****X,25,160201,,,
G*GPDPOF--,G*GPDPOF--****X,25,160202,,,
G*GPDPON--,G*GPDPON--****X,25,160203,,,
G*GPDPOS--,G*GPDPOS--****X,25,160204,,,
G*GPDPOC--,G*GPDPOC--****X,25,160205,,,
G*GPDPT---,G*GPDPT---****X,25,160300,,,
G*GPOPP---,G*GPOPP---****X,25,160400,,,
G*GPGPA---,G*GPGPA---****X,25,160500,,,
,,25,170000,,,
G*GPALC---,G*GPALC---****X,25,170100,,,
,,25,170101,,,
G*GPALL---,G*GPALL---****X,25,170200,,,
G*GPALM---,G*GPALM---****X,25,170300,,,
,,25,170400,,,
G*GPALS---,G*GPALS---****X,25,170500,,,
,,25,170600,,,
G*GPALU---,G*GPALU---****X,25,170700,,,
,,25,170800,,,
G*GPAAH---,G*GPAAH---****X,25,170900,,,
G*GPAAR---,G*GPAAR---****X,25,171000,,,
,,25,171100,,,
,,25,171200,,,
,,25,171300,,,
,,25,171400,,,
,,25,171500,,,
G*GPAAM---,G*GPAAM---****X,25,171600,,,
G*GPAAML--,G*GPAAML--****X,25,171700,,,
G*GPAAMH--,G*GPAAMH--****X,25,171800,,,
G*GPAAF---,G*GPAAF---****X,25,171900,,,
G*GPAAW---,G*GPAAW---****X,25,172000,,,
G*GPGPA---,G*GPGPA---****X,25,180000,,,
G*GPAPP---,G*GPAPP---****X,25,180100,,,
G*GPAPC---,G*GPAPC---****X,25,180200,,,
G*GPAPD---,G*GPAPD---****X,25,180300,,,
G*GPAPU---,G*GPAPU---****X,25,180400,,,
,,25,180500,,,
G*GPGPAT--,G*GPGPAT--****X,25,180600,,,
G*GPGPAP--,G*GPGPAP--****X,25,180700,,,
G*GPGPAW--,G*GPGPAW--****X,25,180800,,,
G*GPGPAA--,G*GPGPAA--****X,25,180900,,,
G*GPGPAS--,G*GPGPAS--****X,25,181000,,,
G*GPGPAL--,G*GPGPAL--****X,25,181100,,,
G*GPGPAK--,G*GPGPAK--****X,25,181200,,,
G*GPGPAH--,G*GPGPAH--****X,25,181300,,,
G*GPGPAB--,G*GPGPAB--****X,25,181400,,,
G*GPGPAC--,G*GPGPAC--****X,25,181500,,,
G*GPGPAD--,G*GPGPAD--****X,25,181600,,,
G*GPGPAE--,G*GPGPAE--****X,25,181700,,,
G*GPGPAO--,G*GPGPAO--****X,25,181800,,,
G*GPGPAR--,G*GPGPAR--****X,25,181900,,,
G*GPGPAF--,G*GPGPAF--****X,25,182000,,,
G*GPGPAG--,G*GPGPAG--****X,25,182100,,,
G*GPGPAI--,G*GPGPAI--****X,25,182200,,,
G*GPGPAJ--,G*GPGPAJ--****X,25,182300,,,
G*GPGPAM--,G*GPGPAM--****X,25,182400,,,
G*GPGPAN--,G*GPGPAN--****X,25,182500,,,
,,25,190000,,,
,,25,190100,,,
,,25,190200,,,
,,25,200000,,,
,,25,200100,,,
,,25,200101,,,
,,25,200200,,,
,,25,200201,,,
,,25,200202,,,
,,25,200300,,,
,,25,200400,,,
,,25,200401,,,
,,25,200402,,,
,,25,200500,,,
,,25,200600,,,
,,25,200700,,,
,,25,210000,,,
,,25,210100,,,
G*GPGPWA--,G*GPGPWA--****X,25,210200,,,
,,25,210300,,,
G*GPGPWD--,G*GPGPWD--****X,25,210400,,,
G*GPGPWE--,G*GPGPWE--****X,25,210500,,,
,,25,210600,,,
G*GPGPWG--,G*GPGPWG--****X,25,210700,,,
G*GPGPWI--,G*GPGPWI--****X,25,210800,,,
G*GPGPWP--,G*GPGPWP--****X,25,210900,,,
,,25,211000,,,
G*GPGPWM--,G*GPGPWM--****X,25,211100,,,
,,25,211200,,,
,,25,211300,,,
G*GPGPUUB-,G*GPGPUUB-****X,25,211400,,,
G*GPGPUUD-,G*GPGPUUD-****X,25,211500,,,
,,25,211600,,,
,,25,211700,,,
,,25,211800,,,
,,25,211900,,,
G*GPGPUUL-,G*GPGPUUL-****X,25,212000,,,
G*GPGPUUS-,G*GPGPUUS-****X,25,212100,,,
,,25,212200,,,
G*OPFA----,G*OPFA----****X,25,212300,,,
G*OPFE----,G*OPFE----****X,25,212400,,,
,,25,212500,,,
G*OPFO----,G*OPFO----****X,25,212600,,,
G*GPGPF---,G*GPGPF---****X,25,212700,,,
G*GPGPH---,G*GPGPH---****X,25,212800,,,
,,25,212900,,,
G*GPGPHA--,G*GPGPHA--****X,25,212901,,,
G*GPGPHQ--,G*GPGPHQ--****X,25,212902,,,
G*GPGPHX--,G*GPGPHX--****X,25,212903,,,
G*GPGPHY--,G*GPGPHY--****X,25,212904,,,
G*GPGPUSD-,G*GPGPUSD-****X,25,213000,,,
G*GPGPUS--,G*GPGPUS--****X,25,213100,,,
G*GPGPUSA-,G*GPGPUSA-****X,25,213200,,,
G*GPGPUSC-,G*GPGPUSC-****X,25,213300,,,
,,25,213400,,,
G*GPGPUY--,G*GPGPUY--****X,25,213500,,,
G*GPGPUYA-,G*GPGPUYA-****X,25,213501,,,
G*GPGPUYT-,G*GPGPUYT-****X,25,213502,,,
,,25,213503,,,
G*GPGPUYB-,G*GPGPUYB-****X,25,213504,,,
,,25,213505,,,
G*GPGPUYC-,G*GPGPUYC-****X,25,213506,,,
G*GPGPUYD-,G*GPGPUYD-****X,25,213507,,,
G*GPGPUYS-,G*GPGPUYS-****X,25,213508,,,
,,25,213509,,,
G*GPGPUYX-,G*GPGPUYX-****X,25,213510,,,
G*GPGPUYK-,G*GPGPUYK-****X,25,213511,,,
G*GPGPUYL-,G*GPGPUYL-****X,25,213512,,,
G*GPGPUYP-,G*GPGPUYP-****X,25,213513,,,
G*GPGPUYR-,G*GPGPUYR-****X,25,213514,,,
G*GPGPUYV-,G*GPGPUYV-****X,25,213515,,,
G*GPGPR---,G*GPGPR---****X,25,213600,,,
G*GPGPRS--,G*GPGPRS--****X,25,213700,,,
G*GPGPRN--,G*GPGPRN--****X,25,213800,,,
G*GPGPRD--,G*GPGPRD--****X,25,213900,,,
,,25,214000,,,
,,25,214100,,,
G*GPGPRC--,G*GPGPRC--****X,25,214200,,,
,,25,214300,,,
G*GPGPRM--,G*GPGPRM--****X,25,214400,,,
G*GPGPRP--,G*GPGPRP--****X,25,214500,,,
,,25,214600,,,
,,25,214700,,,
G*GPGPRW--,G*GPGPRW--****X,25,214800,,,
G*GPGPB---,G*GPGPB---****X,25,214900,,,
G*GPGPBS--,G*GPGPBS--****X,25,215000,,,
G*GPGPBSA-,G*GPGPBSA-****X,25,215100,,,
G*GPGPBU--,G*GPGPBU--****X,25,215200,,,
G*GPGPBUA-,G*GPGPBUA-****X,25,215300,,,
G*GPGPBUM-,G*GPGPBUM-****X,25,215400,,,
G*GPGPBUS-,G*GPGPBUS-****X,25,215500,,,
G*GPGPC---,G*GPGPC---****X,25,215600,,,
G*GPGPCA--,G*GPGPCA--****X,25,215700,,,
G*GPGPCM--,G*GPGPCM--****X,25,215800,,,
G*GPGPCN--,G*GPGPCN--****X,25,215900,,,
G*GPGPCP--,G*GPGPCP--****X,25,216000,,,
G*GPGPCR--,G*GPGPCR--****X,25,216100,,,
G*GPGPCE--,G*GPGPCE--****X,25,216200,,,
G*GPGPCC--,G*GPGPCC--****X,25,216300,,,
G*GPGPCS--,G*GPGPCS--****X,25,216400,,,
G*GPGPCU--,G*GPGPCU--****X,25,216500,,,
G*GPGPCUA-,G*GPGPCUA-****X,25,216600,,,
G*GPGPCUM-,G*GPGPCUM-****X,25,216700,,,
G*GPGPCUR-,G*GPGPCUR-****X,25,216800,,,
G*GPGPCUS-,G*GPGPCUS-****X,25,216900,,,
,,25,217000,,,
G*GPGPO---,G*GPGPO---****X,25,217100,,,
G*GPGPOD--,G*GPGPOD--****X,25,217200,,,
G*GPGPOP--,G*GPGPOP--****X,25,217300,,,
,,25,217400,,,
G*GPGPOR--,G*GPGPOR--****X,25,217500,,,
G*GPGPOZ--,G*GPGPOZ--****X,25,217600,,,
G*GPGPOW--,G*GPGPOW--****X,25,217700,,,
,,25,217800,,,
,,25,217900,,,
G*OPEV----,G*OPEV----****X,25,218000,,,
G*OPED----,G*OPED----****X,25,218100,,,
G*OPEP----,G*OPEP----****X,25,218200,,,
G*OPHI----,G*OPHI----****X,25,218300,,,
G*OPHN----,G*OPHN----****X,25,218400,,,
G*OPHO----,G*OPHO----****X,25,218500,,,
G*OPHM----,G*OPHM----****X,25,218600,,,
G*OPSBN---,G*OPSBN---****X,25,218700,,,
G*OPSBM---,G*OPSBM---****X,25,218800,,,
G*OPSM----,G*OPSM----****X,25,218900,,,
G*OPSS----,G*OPSS----****X,25,219000,,,
G*OPSBX---,G*OPSBX---****X,25,219100,,,
G*OPSBW---,G*OPSBW---****X,25,219200,,,
,,25,220000,,,
G*OPB-----,G*OPB-----****X,25,220100,,,
G*OPBE----,G*OPBE----****X,25,220101,,,
,,25,220102,,,
G*OPBA----,G*OPBA----****X,25,220103,,,
,,25,220104,,,
G*OPBT----,G*OPBT----****X,25,220105,,,
G*OPBO----,G*OPBO----****X,25,220106,,,
,,25,220107,,,
,,25,220108,,,
,,25,230000,,,
G*GPPD----,G*GPPD----****X,25,230100,,,
,,25,230200,,,
,,25,240000,,,
,,25,240100,,,
G*FPACAI--,G*FPACAI--****X,25,240101,,,
G*FPACAR--,G*FPACAR--****X,25,240102,,,
G*FPACAC--,G*FPACAC--****X,25,240103,,,
,,25,240200,,,
G*FPACFI--,G*FPACFI--****X,25,240201,,,
G*FPACFR--,G*FPACFR--****X,25,240202,,,
G*FPACFC--,G*FPACFC--****X,25,240203,,,
,,25,240300,,,
G*FPACNI--,G*FPACNI--****X,25,240301,,,
G*FPACNR--,G*FPACNR--****X,25,240302,,,
G*FPACNC--,G*FPACNC--****X,25,240303,,,
,,25,240400,,,
G*FPACRI--,G*FPACRI--****X,25,240401,,,
G*FPACRR--,G*FPACRR--****X,25,240402,,,
G*FPACRC--,G*FPACRC--****X,25,240403,,,
,,25,240500,,,
G*FPACPR--,G*FPACPR--****X,25,240501,,,
G*FPACPC--,G*FPACPC--****X,25,240502,,,
,,25,240600,,,
G*FPPTS---,G*FPPTS---****X,25,240601,,,
G*FPPTN---,G*FPPTN---****X,25,240602,,,
,,25,240603,,,
,,25,240700,,,
G*FPLT----,G*FPLT----****X,25,240701,,,
G*FPLTS---,G*FPLTS---****X,25,240702,,,
G*FPLTF---,G*FPLTF---****X,25,240703,,,
,,25,240800,,,
G*FPAT----,G*FPAT----****X,25,240801,,,
G*FPATR---,G*FPATR---****X,25,240802,,,
G*FPATC---,G*FPATC---****X,25,240803,,,
,,25,240804,,,
G*FPATG---,G*FPATG---****X,25,240805,,,
G*FPATS---,G*FPATS---****X,25,240806,,,
,,25,240807,,,
G*FPATB---,G*FPATB---****X,25,240808,,,
G*FPPCF---,G*FPPCF---****X,25,240900,,,
,,25,241000,,,
G*FPACSI--,G*FPACSI--****X,25,241001,,,
G*FPACSR--,G*FPACSR--****X,25,241002,,,
G*FPACSC--,G*FPACSC--****X,25,241003,,,
,,25,241100,,,
G*FPAZII--,G*FPAZII--****X,25,241101,,,
G*FPAZIR--,G*FPAZIR--****X,25,241102,,,
,,25,241103,,,
,,25,241200,,,
G*FPAZXI--,G*FPAZXI--****X,25,241201,,,
G*FPAZXR--,G*FPAZXR--****X,25,241202,,,
,,25,241203,,,
,,25,241300,,,
G*FPAZCI--,G*FPAZCI--****X,25,241301,,,
G*FPAZCR--,G*FPAZCR--****X,25,241302,,,
,,25,241303,,,
,,25,241400,,,
G*FPAZFI--,G*FPAZFI--****X,25,241401,,,
G*FPAZFR--,G*FPAZFR--****X,25,241402,,,
,,25,241403,,,
,,25,241500,,,
G*FPACDI--,G*FPACDI--****X,25,241501,,,
G*FPACDR--,G*FPACDR--****X,25,241502,,,
G*FPACDC--,G*FPACDC--****X,25,241503,,,
,,25,241600,,,
G*FPACEI--,G*FPACEI--****X,25,241601,,,
G*FPACER--,G*FPACER--****X,25,241602,,,
G*FPACEC--,G*FPACEC--****X,25,241603,,,
,,25,241700,,,
G*FPACBI--,G*FPACBI--****X,25,241701,,,
G*FPACBR--,G*FPACBR--****X,25,241702,,,
G*FPACBC--,G*FPACBC--****X,25,241703,,,
,,25,241800,,,
G*FPACVI--,G*FPACVI--****X,25,241801,,,
G*FPACVR--,G*FPACVR--****X,25,241802,,,
G*FPACVC--,G*FPACVC--****X,25,241803,,,
,,25,241900,,,
G*FPACZI--,G*FPACZI--****X,25,241901,,,
G*FPACZR--,G*FPACZR--****X,25,241902,,,
G*FPACZC--,G*FPACZC--****X,25,241903,,,
G*FPACT---,G*FPACT---****X,25,242000,,,
G*FPAXC---,G*FPAXC---****X,25,242100,,,
G*FPAXS---,G*FPAXS---****X,25,242200,,,
,,25,242300,,,
G*FPAKBI--,G*FPAKBI--****X,25,242301,,,
G*FPAKBR--,G*FPAKBR--****X,25,242302,,,
G*FPAKBC--,G*FPAKBC--****X,25,242303,,,
G*FPAKPI--,G*FPAKPI--****X,25,242304,,,
G*FPAKPR--,G*FPAKPR--****X,25,242305,,,
G*FPAKPC--,G*FPAKPC--****X,25,242306,,,
,,25,250000,,,
G*FPPCB---,G*FPPCB---****X,25,250100,,,
G*FPPCH---,G*FPPCH---****X,25,250200,,,
G*FPPCL---,G*FPPCL---****X,25,250300,,,
G*FPPCR---,G*FPPCR---****X,25,250400,,,
G*FPPCS---,G*FPPCS---****X,25,250500,,,
,,25,260000,,,
G*FPLCF---,G*FPLCF---****X,25,260100,,,
G*FPLCC---,G*FPLCC---****X,25,260200,,,
G*FPLCN---,G*FPLCN---****X,25,260300,,,
G*FPLCR---,G*FPLCR---****X,25,260400,,,
,,25,260500,,,
G*FPLCM---,G*FPLCM---****X,25,260600,,,
,,25,270000,,,
G*MPOGB---,G*MPOGB---****X,25,270100,,,
G*MPOGZ---,G*MPOGZ---****X,25,270200,,,
G*MPOGF---,G*MPOGF---****X,25,270300,,,
G*MPOGR---,G*MPOGR---****X,25,270400,,,
,,25,270500,,,
G*MPOEB---,G*MPOEB---****X,25,270501,,,
G*MPOED---,G*MPOED---****X,25,270502,,,
G*MPOEF---,G*MPOEF---****X,25,270503,,,
G*MPOET---,G*MPOET---****X,25,270504,,,
,,25,270600,,,
G*MPBDE---,G*MPBDE---****X,25,270601,,,
G*MPBDD---,G*MPBDD---****X,25,270602,,,
G*MPBDI---,G*MPBDI---****X,25,270603,,,
G*MPOFS---,G*MPOFS---****X,25,270700,,,
GFMPOFS---,GFMPOFS---****X,25,270701,,,
GFMAOFS---,GFMAOFS---****X,25,270702,,,
GHMPOFS---,GHMPOFS---****X,25,270703,,,
GHMAOFS---,GHMAOFS---****X,25,270704,,,
G*GPPN----,G*GPPN----****X,25,270705,,,
G*GPPC----,G*GPPC----****X,25,270706,,,
G*MPOFD---,G*MPOFD---****X,25,270707,,,
G*MPOFA---,G*MPOFA---****X,25,270800,,,
G*GPPM----,G*GPPM----****X,25,270900,,,
G*GPPY----,G*GPPY----****X,25,270901,,,
G*MPOU----,G*MPOU----****X,25,271000,,,
G*MPOFG---,G*MPOFG---****X,25,271100,,,
,,25,271200,,,
G*MPORP---,G*MPORP---****X,25,271201,,,
G*MPORS---,G*MPORS---****X,25,271202,,,
G*MPORA---,G*MPORA---****X,25,271203,,,
G*MPORC---,G*MPORC---****X,25,271204,,,
G*MPBCA---,G*MPBCA---****X,25,271300,,,
G*MPBCB---,G*MPBCB---****X,25,271400,,,
G*MPBCE---,G*MPBCE---****X,25,271500,,,
G*MPBCD---,G*MPBCD---****X,25,271600,,,
G*MPNB----,G*MPNB----****X,25,271700,,,
,,25,271701,,,
G*MPNC----,G*MPNC----****X,25,271800,,,
,,25,271801,,,
G*MPNR----,G*MPNR----****X,25,271900,,,
,,25,272000,,,
,,25,272001,,,
G*MPNM----,G*MPNM----****X,25,272100,,,
G*MPNL----,G*MPNL----****X,25,272200,,,
,,25,280000,,,
G*MPOS----,G*MPOS----****X,25,280100,,,
G*MPOMP---,G*MPOMP---****X,25,280200,,,
G*MPOME---,G*MPOME---****X,25,280201,,,
G*MPOMT---,G*MPOMT---****X,25,280300,,,
G*MPOMD---,G*MPOMD---****X,25,280400,,,
G*MPOMW---,G*MPOMW---****X,25,280500,,,
G*MPOMU---,G*MPOMU---****X,25,280600,,,
G*MPOB----,G*MPOB----****X,25,280700,,,
G*MPBCP---,G*MPBCP---****X,25,280800,,,
G*MPSE----,G*MPSE----****X,25,280900,,,
G*MPSS----,G*MPSS----****X,25,281000,,,
G*MPSU----,G*MPSU----****X,25,281100,,,
G*MPSF----,G*MPSF----****X,25,281200,,,
G*MPNEC---,G*MPNEC---****X,25,281300,,,
,,25,281301,,,
G*MPNEB---,G*MPNEB---****X,25,281400,,,
,,25,281401,,,
G*MPNZ----,G*MPNZ----****X,25,281500,,,
G*MPNF----,G*MPNF----****X,25,281600,,,
,,25,281700,,,
,,25,281701,,,
G*MPNDP---,G*MPNDP---****X,25,281800,,,
G*MPNDA---,G*MPNDA---****X,25,281801,,,
G*MPNDE---,G*MPNDE---****X,25,281802,,,
G*MPNDT---,G*MPNDT---****X,25,281803,,,
G*MPNDB---,G*MPNDB---****X,25,281804,,,
G*MPNDO---,G*MPNDO---****X,25,281805,,,
G*MPNDD---,G*MPNDD---****X,25,281806,,,
,,25,281807,,,
,,25,281808,,,
,,25,281809,,,
,,25,281900,,,
G*MPOAOF--,G*MPOAOF--****X,25,281901,,,
G*MPOAOM--,G*MPOAOM--****X,25,281902,,,
G*MPOAOP--,G*MPOAOP--****X,25,281903,,,
,,25,282000,,,
G*MPOHTL--,G*MPOHTL--****X,25,282001,,,
G*MPOHTH--,G*MPOHTH--****X,25,282002,,,
G*MPOHO---,G*MPOHO---****X,25,282003,,,
,,25,290000,,,
G*MPOGL---,G*MPOGL---****X,25,290100,,,
,,25,290200,,,
G*MPOADU--,G*MPOADU--****X,25,290201,,,
G*MPOADC--,G*MPOADC--****X,25,290202,,,
G*MPOAR---,G*MPOAR---****X,25,290203,,,
G*MPOAW---,G*MPOAW---****X,25,290204,,,
,,25,290300,,,
G*MPOWU---,G*MPOWU---****X,25,290301,,,
G*MPOWS---,G*MPOWS---****X,25,290302,,,
G*MPOWD---,G*MPOWD---****X,25,290303,,,
G*MPOWA---,G*MPOWA---****X,25,290304,,,
G*MPOWL---,G*MPOWL---****X,25,290305,,,
G*MPOWH---,G*MPOWH---****X,25,290306,,,
G*MPOWCS--,G*MPOWCS--****X,25,290307,,,
G*MPOWCD--,G*MPOWCD--****X,25,290308,,,
G*MPOWCT--,G*MPOWCT--****X,25,290309,,,
G*MPOMC---,G*MPOMC---****X,25,290400,,,
G*MPOT----,G*MPOT----****X,25,290500,,,
G*MPBCL---,G*MPBCL---****X,25,290600,,,
G*MPBCF---,G*MPBCF---****X,25,290700,,,
G*MPBCR---,G*MPBCR---****X,25,290800,,,
G*MPSL----,G*MPSL----****X,25,290900,,,
G*MPSW----,G*MPSW----****X,25,291000,,,
,,25,300000,,,
,,25,300100,,,
,,25,310000,,,
G*SPAD----,G*SPAD----****X,25,310100,,,
G*SPAE----,G*SPAE----****X,25,310200,,,
G*SPAR----,G*SPAR----****X,25,310300,,,
G*SPAH----,G*SPAH----****X,25,310400,,,
G*SPASR---,G*SPASR---****X,25,310500,,,
G*SPASB---,G*SPASB---****X,25,310600,,,
G*SPASD---,G*SPASD---****X,25,310700,,,
,,25,320000,,,
G*SPPX----,G*SPPX----****X,25,320100,,,
G*SPPAS---,G*SPPAS---****X,25,320200,,,
G*SPPAT---,G*SPPAT---****X,25,320310,,,
G*SPPC----,G*SPPC----****X,25,320400,,,
G*SPPY----,G*SPPY----****X,25,320500,,,
G*SPPT----,G*SPPT----****X,25,320600,,,
G*SPPD----,G*SPPD----****X,25,320700,,,
G*SPPE----,G*SPPE----****X,25,320800,,,
G*SPPL----,G*SPPL----****X,25,320900,,,
G*SPPM----,G*SPPM----****X,25,321000,,,
,,25,321100,,,
G*SPPR----,G*SPPR----****X,25,321200,,,
G*SPPU----,G*SPPU----****X,25,321300,,,
G*SPPO----,G*SPPO----****X,25,321400,,,
G*SPPI----,G*SPPI----****X,25,321500,,,
G*SPPN----,G*SPPN----****X,25,321600,,,
G*SPPSZ---,G*SPPSZ---****X,25,321700,,,
,,25,321701,,,
,,25,321702,,,
,,25,321703,,,
,,25,321704,,,
,,25,321705,,,
,,25,321706,,,
G*SPPSA---,G*SPPSA---****X,25,321707,,,
G*SPPSB---,G*SPPSB---****X,25,321708,,,
G*SPPSC---,G*SPPSC---****X,25,321709,,,
G*SPPSD---,G*SPPSD---****X,25,321710,,,
G*SPPSE---,G*SPPSE---****X,25,321711,,,
G*SPPSF---,G*SPPSF---****X,25,321712,,,
G*SPPSG---,G*SPPSG---****X,25,321713,,,
G*SPPSH---,G*SPPSH---****X,25,321714,,,
G*SPPSI---,G*SPPSI---****X,25,321715,,,
G*SPPSJ---,G*SPPSJ---****X,25,321716,,,
,,25,321800,,,
,,25,330000,,,
G*SPLCM---,G*SPLCM---****X,25,330100,,,
G*SPLCH---,G*SPLCH---****X,25,330200,,,
G*SPLRM---,G*SPLRM---****X,25,330300,,,
G*SPLRO---,G*SPLRO---****X,25,330301,,,
G*SPLRW---,G*SPLRW---****X,25,330302,,,
,,25,330303,,,
G*SPLRA---,G*SPLRA---****X,25,330400,,,
G*SPLRT---,G*SPLRT---****X,25,330401,,,
,,25,330402,,,
,,25,330403,,,
,,25,340000,,,
G*TPB-----,G*TPB-----****X,25,340100,,,
G*TPH-----,G*TPH-----****X,25,340200,,,
G*TPY-----,G*TPY-----****X,25,340300,,,
G*TPC-----,G*TPC-----****X,25,340400,,,
G*TPX-----,G*TPX-----****X,25,340500,,,
G*TPK-----,G*TPK-----****X,25,340600,,,
G*TPKF----,G*TPKF----****X,25,340700,,,
G*TPL-----,G*TPL-----****X,25,340800,,,
G*TPD-----,G*TPD-----****X,25,340900,,,
G*TPT-----,G*TPT-----****X,25,341000,,,
G*TPF-----,G*TPF-----****X,25,341100,,,
G*TPA-----,G*TPA-----****X,25,341200,,,
G*TPAS----,G*TPAS----****X,25,341300,,,
G*TPI-----,G*TPI-----****X,25,341400,,,
G*TPE-----,G*TPE-----****X,25,341500,,,
G*TPN-----,G*TPN-----****X,25,341600,,,
G*TPO-----,G*TPO-----****X,25,341700,,,
G*TPP-----,G*TPP-----****X,25,341800,,,
G*TPR-----,G*TPR-----****X,25,341900,,,
G*TPM-----,G*TPM-----****X,25,342000,,,
G*TPS-----,G*TPS-----****X,25,342100,,,
,,25,342200,,,
G*TPUC----,G*TPUC----****X,25,342201,,,
G*TPUG----,G*TPUG----****X,25,342202,,,
G*TPUS----,G*TPUS----****X,25,342203,,,
G*TPZ-----,G*TPZ-----****X,25,342300,,,
G*TPW-----,G*TPW-----****X,25,342400,,,
G*TPWP----,G*TPWP----****X,25,342500,,,
,,30,110000,00,00,
SUSPC-----,SUSPC-----*****,30,120000,00,00,
SUSPCLCV--,SUSPCLCV--*****,30,120100,00,00,
SUSPCL----,SUSPCL----*****,30,120200,00,00,
SUSPCLBB--,SUSPCLBB--*****,30,120201,00,00,
SUSPCLCC--,SUSPCLCC--*****,30,120202,00,00,
SUSPCLDD--,SUSPCLDD--*****,30,120203,00,00,
SUSPCLFF--,SUSPCLFF--*****,30,120204,00,00,
,,30,120205,00,00,
SUSPCLLL--,SUSPCLLL--*****,30,120206,00,00,
SUSPCLLLAS,SUSPCLLLAS*****,30,120206,03,00,
SUSPCLLLMI,SUSPCLLLMI*****,30,120206,10,00,
SUSPCLLLSU,SUSPCLLLSU*****,30,120206,13,00,
SUSPCA----,SUSPCA----*****,30,120300,00,00,
,,30,120301,00,00,
SUSPCALA--,SUSPCALA--*****,30,120302,00,00,
,,30,120303,00,00,
,,30,120304,00,00,
,,30,120305,00,00,
,,30,120306,00,00,
